Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Modulo,Tipo_Dispositivo,Duracion_Horas_Minutos,Duracion_Minutos
ARQUITECTURA,C04,L19,2024-10-16 14:36:00,2024-10-16 17:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L16,2024-10-16 14:22:00,2024-10-16 16:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L07,2024-10-16 14:19:00,2024-10-16 16:49:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L05,2024-10-16 14:14:00,2024-10-16 16:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L02,2024-10-16 14:14:00,2024-10-16 16:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L01,2024-10-16 14:10:00,2024-10-16 16:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L18,2024-10-16 14:09:00,2024-10-16 16:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C25,2024-10-16 14:09:00,2024-10-16 16:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C13,2024-10-16 14:05:00,2024-10-16 16:35:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,C12,2024-10-16 14:01:00,2024-10-16 16:31:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C02,C11,2024-10-16 14:01:00,2024-10-16 16:31:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L02,2024-10-16 13:54:00,2024-10-16 16:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L16,2024-10-16 13:52:00,2024-10-16 16:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L28,2024-10-16 13:51:00,2024-10-16 16:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L27,2024-10-16 13:50:00,2024-10-16 16:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C10,2024-10-16 13:49:00,2024-10-16 16:19:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C01,L14,2024-10-16 13:50:00,2024-10-16 16:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L22,2024-10-16 13:46:00,2024-10-16 16:16:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L21,2024-10-16 13:47:00,2024-10-16 16:17:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,2024-10-16 13:44:00,2024-10-16 16:14:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C24,2024-10-16 13:38:00,2024-10-16 16:08:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L20,2024-10-16 13:36:00,2024-10-16 16:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L18,2024-10-16 13:35:00,2024-10-16 16:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L17,2024-10-16 13:34:00,2024-10-16 16:04:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L14,2024-10-16 13:26:00,2024-10-16 15:56:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L13,2024-10-16 13:23:00,2024-10-16 15:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C04,L03,2024-10-16 13:21:00,2024-10-16 15:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L04,2024-10-16 13:20:00,2024-10-16 15:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L01,2024-10-16 13:20:00,2024-10-16 15:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L30,2024-10-16 13:08:00,2024-10-16 15:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,2024-10-16 12:55:00,2024-10-16 15:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L29,2024-10-16 12:51:00,2024-10-16 15:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L26,2024-10-16 12:44:00,2024-10-16 15:14:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L24,2024-10-16 12:36:00,2024-10-16 15:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L23,2024-10-16 12:37:00,2024-10-16 15:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L19,2024-10-16 12:34:00,2024-10-16 15:04:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C02,C09,2024-10-16 12:23:00,2024-10-16 14:53:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L22,2024-10-16 12:18:00,2024-10-16 14:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C02,C08,2024-10-16 12:16:00,2024-10-16 14:46:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L21,2024-10-16 12:15:00,2024-10-16 14:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C02,C07,2024-10-16 12:15:00,2024-10-16 14:45:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C06,2024-10-16 12:15:00,2024-10-16 14:45:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C02,C05,2024-10-16 12:15:00,2024-10-16 14:45:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C23,2024-10-16 12:14:00,2024-10-16 14:44:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L18,2024-10-16 12:14:00,2024-10-16 14:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L07,2024-10-16 12:12:00,2024-10-16 14:42:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C05,C22,2024-10-16 12:11:00,2024-10-16 14:41:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L16,2024-10-16 12:10:00,2024-10-16 14:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L06,2024-10-16 12:06:00,2024-10-16 14:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L15,2024-10-16 12:09:00,2024-10-16 14:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L14,2024-10-16 12:04:00,2024-10-16 14:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,2024-10-16 12:02:00,2024-10-16 14:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C02,C04,2024-10-16 12:00:00,2024-10-16 14:30:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L13,2024-10-16 11:57:00,2024-10-16 14:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L11,2024-10-16 11:54:00,2024-10-16 14:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,C03,2024-10-16 11:53:00,2024-10-16 14:23:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L10,2024-10-16 11:52:00,2024-10-16 14:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L09,2024-10-16 11:52:00,2024-10-16 14:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L08,2024-10-16 11:48:00,2024-10-16 14:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C02,2024-10-16 11:45:00,2024-10-16 14:15:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C21,2024-10-16 11:40:00,2024-10-16 14:10:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L07,2024-10-16 11:40:00,2024-10-16 14:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L05,2024-10-16 11:36:00,2024-10-16 14:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L02,2024-10-16 11:34:00,2024-10-16 14:04:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C02,C01,2024-10-16 11:33:00,2024-10-16 14:03:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C05,C20,2024-10-16 11:14:00,2024-10-16 13:44:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
PEDAGOGIA,C01,C30,2024-10-16 11:11:00,2024-10-16 13:41:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C05,C19,2024-10-16 11:06:00,2024-10-16 13:36:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C18,2024-10-16 11:04:00,2024-10-16 13:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C17,2024-10-16 11:05:00,2024-10-16 13:35:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C16,2024-10-16 11:02:00,2024-10-16 13:32:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C01,C29,2024-10-16 11:02:00,2024-10-16 13:32:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C01,C28,2024-10-16 11:00:00,2024-10-16 13:30:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C05,C15,2024-10-16 10:58:00,2024-10-16 13:28:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C27,2024-10-16 10:50:00,2024-10-16 13:20:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C01,C26,2024-10-16 10:45:00,2024-10-16 13:15:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L17,2024-10-16 10:45:00,2024-10-16 13:15:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C25,2024-10-16 10:42:00,2024-10-16 13:12:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,C24,2024-10-16 10:41:00,2024-10-16 13:11:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C14,2024-10-16 10:41:00,2024-10-16 13:11:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C13,2024-10-16 10:39:00,2024-10-16 13:09:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C05,C12,2024-10-16 10:34:00,2024-10-16 13:04:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,C23,2024-10-16 10:34:00,2024-10-16 13:04:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C11,2024-10-16 10:34:00,2024-10-16 13:04:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C22,2024-10-16 10:27:00,2024-10-16 12:57:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C10,2024-10-16 10:26:00,2024-10-16 12:56:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C05,C09,2024-10-16 10:25:00,2024-10-16 12:55:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C01,C21,2024-10-16 10:21:00,2024-10-16 12:51:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C08,2024-10-16 10:21:00,2024-10-16 12:51:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,2024-10-16 10:15:00,2024-10-16 12:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C07,2024-10-16 10:12:00,2024-10-16 12:42:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C20,2024-10-16 10:09:00,2024-10-16 12:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L03,2024-10-16 10:09:00,2024-10-16 12:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C19,2024-10-16 10:07:00,2024-10-16 12:37:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C18,2024-10-16 10:05:00,2024-10-16 12:35:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C01,L02,2024-10-16 10:04:00,2024-10-16 12:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L01,2024-10-16 10:05:00,2024-10-16 12:35:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L05,2024-10-16 10:03:00,2024-10-16 12:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L20,2024-10-16 10:04:00,2024-10-16 12:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L19,2024-10-16 10:01:00,2024-10-16 12:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L18,2024-10-16 10:00:00,2024-10-16 12:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L03,2024-10-16 09:59:00,2024-10-16 12:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L17,2024-10-16 09:58:00,2024-10-16 12:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L27,2024-10-16 09:59:00,2024-10-16 12:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C01,C17,2024-10-16 09:57:00,2024-10-16 12:27:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C01,C16,2024-10-16 09:58:00,2024-10-16 12:28:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C03,L15,2024-10-16 09:57:00,2024-10-16 12:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L20,2024-10-16 09:55:00,2024-10-16 12:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C05,C06,2024-10-16 09:54:00,2024-10-16 12:24:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C05,C05,2024-10-16 09:54:00,2024-10-16 12:24:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C01,C15,2024-10-16 09:53:00,2024-10-16 12:23:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L14,2024-10-16 09:53:00,2024-10-16 12:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L04,2024-10-16 09:53:00,2024-10-16 12:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L14,2024-10-16 09:53:00,2024-10-16 12:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
HISTORIA,C01,C14,2024-10-16 09:52:00,2024-10-16 12:22:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L13,2024-10-16 09:50:00,2024-10-16 12:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L02,2024-10-16 09:48:00,2024-10-16 12:18:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C13,2024-10-16 09:47:00,2024-10-16 12:17:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C03,L12,2024-10-16 09:38:00,2024-10-16 12:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L01,2024-10-16 09:32:00,2024-10-16 12:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L30,2024-10-16 09:25:00,2024-10-16 11:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L29,2024-10-16 09:24:00,2024-10-16 11:54:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L28,2024-10-16 09:21:00,2024-10-16 11:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C05,C04,2024-10-16 09:20:00,2024-10-16 11:50:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L27,2024-10-16 09:18:00,2024-10-16 11:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L26,2024-10-16 09:17:00,2024-10-16 11:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L24,2024-10-16 09:16:00,2024-10-16 11:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L23,2024-10-16 09:13:00,2024-10-16 11:43:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C01,C12,2024-10-16 09:10:00,2024-10-16 11:40:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C11,2024-10-16 09:04:00,2024-10-16 11:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L22,2024-10-16 09:03:00,2024-10-16 11:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L11,2024-10-16 09:00:00,2024-10-16 11:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C01,C10,2024-10-16 09:00:00,2024-10-16 11:30:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L21,2024-10-16 09:00:00,2024-10-16 11:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C01,C09,2024-10-16 08:58:00,2024-10-16 11:28:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
COMUNICACION,C04,L20,2024-10-16 08:58:00,2024-10-16 11:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L19,2024-10-16 08:57:00,2024-10-16 11:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C01,C08,2024-10-16 08:54:00,2024-10-16 11:24:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C05,C03,2024-10-16 08:55:00,2024-10-16 11:25:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L18,2024-10-16 08:52:00,2024-10-16 11:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L10,2024-10-16 08:46:00,2024-10-16 11:16:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L09,2024-10-16 08:50:00,2024-10-16 11:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L08,2024-10-16 08:44:00,2024-10-16 11:14:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L07,2024-10-16 08:40:00,2024-10-16 11:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L06,2024-10-16 08:38:00,2024-10-16 11:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L17,2024-10-16 08:39:00,2024-10-16 11:09:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L16,2024-10-16 08:38:00,2024-10-16 11:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L05,2024-10-16 08:37:00,2024-10-16 11:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C07,2024-10-16 08:36:00,2024-10-16 11:06:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C03,L04,2024-10-16 08:37:00,2024-10-16 11:07:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L03,2024-10-16 08:35:00,2024-10-16 11:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L15,2024-10-16 08:36:00,2024-10-16 11:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L02,2024-10-16 08:33:00,2024-10-16 11:03:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L01,2024-10-16 08:33:00,2024-10-16 11:03:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L20,2024-10-16 08:33:00,2024-10-16 11:03:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,2024-10-16 08:32:00,2024-10-16 11:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,2024-10-16 08:32:00,2024-10-16 11:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L17,2024-10-16 08:31:00,2024-10-16 11:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,2024-10-16 08:31:00,2024-10-16 11:01:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C01,C06,2024-10-16 08:32:00,2024-10-16 11:02:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L14,2024-10-16 08:29:00,2024-10-16 10:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,2024-10-16 08:25:00,2024-10-16 10:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L14,2024-10-16 08:24:00,2024-10-16 10:54:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L13,2024-10-16 08:24:00,2024-10-16 10:54:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L13,2024-10-16 08:25:00,2024-10-16 10:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L11,2024-10-16 08:23:00,2024-10-16 10:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L12,2024-10-16 08:21:00,2024-10-16 10:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L11,2024-10-16 08:20:00,2024-10-16 10:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L10,2024-10-16 08:22:00,2024-10-16 10:52:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L10,2024-10-16 08:19:00,2024-10-16 10:49:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C05,C02,2024-10-16 08:19:00,2024-10-16 10:49:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L09,2024-10-16 08:18:00,2024-10-16 10:48:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L09,2024-10-16 08:16:00,2024-10-16 10:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L08,2024-10-16 08:16:00,2024-10-16 10:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L07,2024-10-16 08:15:00,2024-10-16 10:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L06,2024-10-16 08:15:00,2024-10-16 10:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L08,2024-10-16 08:13:00,2024-10-16 10:43:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L07,2024-10-16 08:14:00,2024-10-16 10:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L05,2024-10-16 08:11:00,2024-10-16 10:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L05,2024-10-16 08:11:00,2024-10-16 10:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L19,2024-10-16 08:10:00,2024-10-16 10:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L04,2024-10-16 08:10:00,2024-10-16 10:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PROFESOR,C04,L04,2024-10-16 08:09:00,2024-10-16 10:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C01,C05,2024-10-16 08:09:00,2024-10-16 10:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L03,2024-10-16 08:08:00,2024-10-16 10:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L03,2024-10-16 08:07:00,2024-10-16 10:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L02,2024-10-16 08:07:00,2024-10-16 10:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C04,2024-10-16 08:07:00,2024-10-16 10:37:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L02,2024-10-16 08:06:00,2024-10-16 10:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
HISTORIA,C01,C03,2024-10-16 08:05:00,2024-10-16 10:35:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L01,2024-10-16 08:05:00,2024-10-16 10:35:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L20,2024-10-16 08:05:00,2024-10-16 10:35:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C02,2024-10-16 08:04:00,2024-10-16 10:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L18,2024-10-16 08:04:00,2024-10-16 10:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
